frequency,monetary,last_order_date,recency,review_score,cluster
1,131.73,2018-01-29 11:08:33,261,4.0,0
1,39.0,2017-11-10 16:21:05,341,4.0,0
1,273.21999999999997,2017-10-22 10:52:38,360,4.0,0
1,309.5,2018-01-08 14:24:20,282,4.0,0
1,1626.65,2018-06-25 11:05:44,114,5.0,1
1,152.62,2018-06-21 15:45:52,118,5.0,0
1,54.519999999999996,2017-03-04 16:52:43,592,4.0,4
1,158.45,2018-05-02 20:48:52,167,5.0,0
1,64.47,2018-08-14 12:16:41,64,4.0,0
1,193.51,2017-09-04 12:43:57,408,5.0,4
1,37.05,2017-05-22 15:34:53,513,3.0,2
1,147.15,2017-10-13 21:08:03,368,5.0,0
1,112.94,2018-01-16 19:08:12,273,5.0,0
1,172.25,2017-11-18 20:09:29,332,3.0,0
1,75.17,2017-10-19 22:59:03,362,5.0,0
1,84.07,2018-04-15 15:08:11,185,5.0,0
1,168.37,2017-07-10 22:17:20,463,4.0,4
1,183.69,2017-09-14 15:26:14,398,4.0,0
1,147.64000000000001,2017-04-13 12:05:51,552,5.0,4
1,190.01,2018-02-03 00:27:29,256,5.0,0
1,175.77,2018-01-18 22:48:53,271,5.0,0
1,113.26,2018-06-30 19:07:30,108,5.0,0
1,271.38,2017-07-20 17:33:31,453,3.0,2
1,29.46,2017-10-06 16:33:14,376,5.0,0
1,161.54999999999998,2018-01-14 11:50:59,276,5.0,0
1,193.80999999999997,2018-07-29 08:04:43,80,4.0,0
1,42.69,2017-12-12 15:23:37,309,5.0,0
1,0.0,2018-07-31 09:55:46,78,1.0,2
1,259.96000000000004,2017-07-01 23:17:58,472,4.0,2
1,44.72,2017-06-14 16:29:40,490,5.0,4
1,116.85000000000001,2018-01-28 19:36:55,261,5.0,0
1,270.84000000000003,2018-06-21 22:43:32,117,5.0,0
1,245.26999999999998,2017-11-28 16:07:11,323,5.0,0
1,78.4,2018-05-15 19:05:09,154,5.0,0
1,314.96,2018-04-01 22:50:57,198,2.0,2
1,32.75,2018-06-26 23:09:08,112,3.0,0
1,113.71,2017-09-03 09:43:43,409,5.0,0
1,81.72,2017-07-11 20:24:14,462,5.0,4
1,75.55,2018-08-06 23:23:11,71,2.0,2
1,88.28999999999999,2017-05-22 21:53:14,512,5.0,4
1,52.04,2018-06-20 16:28:00,119,3.0,0
2,82.1,2018-08-01 14:13:38,77,4.5,3
2,289.03000000000003,2018-06-19 19:15:12,119,5.0,3
1,78.47,2017-03-14 17:35:44,581,4.0,4
1,103.43,2018-05-14 13:30:14,156,3.0,0
1,217.94,2018-04-01 21:59:43,198,5.0,0
1,43.71,2017-11-16 12:21:23,335,5.0,0
1,70.83,2018-02-01 17:31:00,257,5.0,0
1,46.22,2018-05-02 22:52:54,167,5.0,0
1,459.95,2018-03-18 20:06:59,212,5.0,0
1,77.57,2017-10-09 10:58:34,373,4.0,0
1,96.47,2018-03-14 15:32:34,217,5.0,0
1,142.67000000000002,2018-07-06 19:03:47,102,5.0,0
1,99.42999999999999,2017-12-19 11:25:01,302,5.0,0
1,218.11,2017-08-16 08:58:35,427,5.0,4
1,31.75,2017-10-17 13:37:34,365,5.0,0
1,64.0,2017-12-09 22:28:07,311,4.0,0
1,43.269999999999996,2018-06-22 19:08:21,116,5.0,0
1,184.35,2017-02-21 22:38:15,602,5.0,4
1,22.77,2017-11-24 15:29:38,327,4.0,0
1,111.11000000000001,2018-06-10 20:00:25,128,4.0,0
1,41.69,2017-05-26 18:35:51,508,5.0,4
1,45.089999999999996,2017-06-08 23:58:19,495,4.0,4
1,151.91,2018-05-02 15:38:02,168,4.0,0
1,59.1,2017-06-27 14:37:29,477,5.0,4
1,143.26999999999998,2018-06-05 20:04:09,133,5.0,0
1,216.93,2018-03-18 21:44:18,212,5.0,0
1,93.36,2017-11-02 14:14:52,349,5.0,0
1,256.43,2017-05-24 15:31:18,511,5.0,4
1,76.72,2017-12-08 11:57:49,313,5.0,0
1,78.19999999999999,2018-06-08 21:14:01,130,2.0,2
1,75.07,2017-12-26 17:27:17,295,5.0,0
1,35.36,2018-08-03 21:17:48,74,1.0,2
1,44.0,2017-11-03 10:22:11,348,5.0,0
1,157.55,2018-02-19 09:34:59,240,4.0,0
1,45.61,2018-03-21 12:31:02,210,5.0,0
1,68.02,2017-07-05 20:21:44,468,5.0,4
1,889.9300000000001,2018-04-15 21:41:23,184,5.0,1
1,45.54,2017-08-03 16:29:09,440,5.0,4
1,361.5,2017-02-02 11:58:17,622,5.0,4
1,133.84,2018-07-13 13:19:04,96,5.0,0
1,1117.99,2018-08-21 14:19:34,57,4.0,1
1,64.4,2018-06-18 20:02:49,120,5.0,0
1,279.58,2017-12-01 17:12:58,320,5.0,0
1,84.59,2017-07-21 10:25:35,453,3.0,2
1,65.0,2018-01-11 00:10:48,279,5.0,0
1,150.0,2017-10-02 20:56:44,379,3.0,0
1,294.69,2018-03-03 17:49:10,227,5.0,0
1,23.29,2018-05-24 09:32:10,146,5.0,0
1,255.02,2017-04-16 18:15:04,548,3.0,2
1,52.0,2017-07-29 16:34:54,445,5.0,4
1,149.7,2017-10-12 18:21:03,369,1.0,2
1,71.63,2017-11-16 19:01:12,334,4.0,0
1,92.57,2017-11-07 16:41:36,344,5.0,0
1,307.14,2017-02-08 16:49:29,616,5.0,4
1,84.13000000000001,2018-02-21 20:53:04,237,5.0,0
1,164.12,2018-08-14 20:44:23,63,4.0,0
1,116.26,2018-06-15 15:26:23,124,4.0,0
1,140.3,2017-05-17 11:44:15,518,5.0,4
1,54.129999999999995,2018-06-07 22:38:57,131,2.0,2
1,88.14,2017-11-24 20:42:43,326,4.0,0
1,173.01,2018-06-08 20:50:13,130,4.0,0
1,132.38,2017-04-21 13:14:58,544,5.0,4
1,32.089999999999996,2017-11-16 18:28:32,334,5.0,0
1,86.6,2018-07-18 17:51:09,90,4.0,0
2,73.34,2017-05-07 13:05:14,528,4.0,3
1,91.61,2017-06-05 12:22:19,499,1.0,2
1,47.05,2018-04-19 11:09:39,181,4.0,0
1,311.33,2018-02-03 12:00:03,256,5.0,0
1,181.03,2018-05-11 19:22:03,158,1.0,2
1,33.0,2017-12-23 18:20:38,297,3.0,0
1,2217.99,2017-01-30 13:13:59,625,4.0,1
1,59.47,2018-03-10 00:15:34,221,5.0,0
1,596.95,2018-05-27 17:10:25,143,1.0,2
1,153.49,2018-05-04 11:53:05,166,5.0,0
1,187.70000000000002,2018-04-05 09:48:17,195,4.0,0
1,72.47999999999999,2018-03-02 16:37:22,229,3.0,0
1,195.61,2018-08-16 14:04:21,62,4.0,0
1,231.27,2017-08-15 15:51:52,428,5.0,4
1,47.959999999999994,2018-06-06 10:36:53,133,5.0,0
1,64.78999999999999,2017-12-31 17:42:13,289,5.0,0
1,34.839999999999996,2017-06-20 08:57:13,484,3.0,2
1,307.9,2018-03-17 19:56:53,213,5.0,0
1,51.730000000000004,2017-05-02 06:47:24,533,5.0,4
1,634.83,2017-12-22 09:06:20,299,4.0,1
1,36.79,2017-04-05 22:14:15,559,3.0,2
1,103.83000000000001,2018-06-23 22:38:49,115,5.0,0
1,394.54,2018-05-14 17:15:38,156,5.0,0
1,225.99,2017-07-13 12:15:42,461,5.0,4
1,107.06,2017-09-30 18:54:53,381,5.0,0
1,159.82,2018-01-06 08:46:56,284,5.0,0
1,59.0,2018-01-04 23:01:56,285,5.0,0
1,129.86,2018-07-17 21:05:10,91,5.0,0
1,207.10000000000002,2017-08-23 16:01:02,420,3.0,2
1,102.73,2018-07-31 20:34:58,77,4.0,0
1,45.86,2017-01-20 17:41:58,634,5.0,4
1,326.78,2017-08-06 20:13:47,436,4.0,2
3,342.48,2017-12-04 15:07:10,317,5.0,3
1,103.69,2018-07-19 07:43:33,90,4.0,0
1,721.71,2017-02-14 14:17:39,610,5.0,1
1,52.589999999999996,2017-12-01 01:41:20,320,5.0,0
1,210.36,2017-09-19 18:13:21,392,1.0,2
1,159.65,2018-06-27 10:03:19,112,5.0,0
1,139.37,2017-11-20 11:46:03,331,1.0,2
1,121.27,2017-12-26 11:36:36,295,5.0,0
1,37.62,2017-06-20 09:39:27,484,4.0,4
1,258.05,2017-08-04 17:07:09,439,3.0,2
1,65.22,2018-03-11 16:56:15,220,5.0,0
1,95.7,2017-07-04 21:05:59,469,1.0,2
1,35.14,2018-02-20 10:41:50,239,5.0,0
1,55.09,2018-02-01 11:00:52,258,5.0,0
1,52.01,2017-12-09 14:52:02,312,5.0,0
1,25.04,2018-04-09 10:20:40,191,3.0,0
1,114.77000000000001,2017-02-04 19:01:27,619,3.0,2
1,777.6800000000001,2018-05-22 22:36:54,147,3.0,1
1,113.15,2017-11-22 08:11:52,329,3.0,0
1,194.12,2018-02-15 11:59:37,244,3.0,0
1,82.98,2018-01-15 21:50:36,274,5.0,0
1,50.22,2018-04-16 11:16:54,184,3.0,0
1,330.65999999999997,2017-08-04 10:08:27,439,5.0,4
1,64.62,2018-06-21 18:40:03,117,5.0,0
1,64.0,2017-12-20 14:04:26,301,4.0,0
1,59.34,2017-09-12 15:19:05,400,5.0,0
2,629.46,2018-02-05 16:12:45,254,5.0,3
1,175.52,2017-10-16 11:39:13,366,5.0,0
1,82.87,2017-03-04 08:14:46,592,3.0,2
1,436.92,2018-03-26 08:46:49,205,5.0,0
1,47.129999999999995,2018-05-29 11:10:29,141,5.0,0
1,58.61,2018-04-10 15:53:39,190,3.0,0
1,16.29,2018-04-26 11:32:03,174,3.0,0
1,142.14000000000001,2018-07-20 13:14:25,89,1.0,2
1,137.67,2017-01-26 09:15:18,629,5.0,4
1,35.839999999999996,2018-06-24 17:00:04,115,5.0,0
1,68.89,2017-08-22 16:01:44,421,1.0,2
1,208.8,2017-09-11 14:49:24,401,5.0,4
1,69.06,2018-08-23 15:58:16,55,5.0,0
1,1330.88,2018-05-29 18:10:24,140,5.0,1
1,172.22,2018-02-09 10:33:41,250,4.0,0
1,69.53,2018-07-09 22:51:02,99,3.0,0
1,57.550000000000004,2017-11-29 21:40:21,321,5.0,0
1,57.31,2018-06-20 21:44:28,118,5.0,0
1,105.36999999999999,2017-12-12 17:39:17,308,1.0,2
1,110.09,2017-10-06 08:42:02,376,4.0,0
1,35.0,2017-09-11 19:54:38,400,5.0,0
1,367.2,2017-08-07 03:57:41,436,4.0,2
1,366.19,2018-02-15 20:03:19,243,5.0,0
1,276.2,2018-02-15 11:25:04,244,3.0,0
1,109.02,2017-11-23 08:23:33,328,1.0,2
1,128.82999999999998,2018-02-02 14:20:24,257,4.0,0
1,59.96,2017-04-16 21:09:09,548,5.0,4
1,403.81000000000006,2017-12-06 07:35:30,315,1.0,2
1,234.0,2017-04-25 19:12:43,539,4.0,4
1,30.93,2018-07-08 20:06:55,100,5.0,0
1,216.14000000000001,2017-12-12 13:21:01,309,5.0,0
1,342.39,2018-07-05 09:50:56,104,5.0,0
1,594.55,2018-01-04 11:22:53,286,5.0,1
1,88.47999999999999,2017-11-24 23:03:40,326,5.0,0
1,100.5,2017-08-25 13:46:45,418,4.0,0
1,80.11000000000001,2018-05-16 13:04:22,154,4.0,0
1,114.78999999999999,2017-04-04 21:06:14,560,5.0,4
1,217.27,2018-04-12 09:08:01,188,5.0,0
1,62.3,2018-01-17 14:24:15,273,5.0,0
1,81.32,2018-05-08 14:15:30,162,5.0,0
1,105.39,2016-10-06 17:42:49,740,5.0,4
1,172.84,2018-01-27 08:11:34,263,5.0,0
1,44.089999999999996,2018-02-14 20:06:47,244,4.0,0
1,2092.86,2018-01-24 16:45:34,266,1.0,1
1,189.26,2018-07-01 20:25:18,107,4.0,0
1,76.66,2017-12-05 23:49:53,315,5.0,0
1,44.379999999999995,2017-08-02 21:20:58,440,1.0,2
1,194.48000000000002,2017-12-20 09:59:33,301,5.0,0
1,138.97,2018-07-02 14:43:25,107,4.0,0
1,198.35999999999999,2018-01-26 17:00:10,264,1.0,2
1,263.24,2017-11-07 22:54:11,343,4.0,0
1,91.18,2017-06-06 20:34:53,497,5.0,4
1,257.36,2017-11-03 11:29:00,348,5.0,0
1,90.61999999999999,2018-07-30 19:13:09,78,5.0,0
1,49.0,2017-06-02 11:10:09,502,5.0,4
1,106.06,2017-09-07 15:14:00,405,3.0,0
1,409.78999999999996,2018-02-27 12:55:42,232,4.0,0
1,65.35,2018-07-08 12:01:00,101,5.0,0
1,77.57,2017-10-29 12:19:51,353,1.0,2
1,133.4,2018-07-17 21:07:47,91,5.0,0
1,29.5,2018-02-17 01:19:30,242,5.0,0
1,68.75,2018-03-08 09:42:27,223,3.0,0
1,60.230000000000004,2018-06-08 18:02:21,130,5.0,0
3,760.01,2017-05-02 16:36:02,533,1.6666666666666667,3
1,55.0,2018-03-01 22:34:37,229,5.0,0
1,166.99,2018-05-09 09:11:51,161,4.0,0
1,86.03999999999999,2018-08-22 16:38:15,56,3.0,0
1,313.85999999999996,2018-06-11 21:03:47,127,5.0,0
2,288.82000000000005,2018-06-07 22:32:24,131,5.0,3
1,72.56,2017-09-12 18:00:13,399,5.0,0
1,276.52,2017-12-26 10:46:23,295,5.0,0
1,159.44,2017-10-23 11:34:23,359,3.0,0
1,30.049999999999997,2017-06-22 20:08:45,481,5.0,4
3,335.15,2017-09-11 22:03:59,400,5.0,3
1,33.22,2018-07-29 18:49:38,79,5.0,0
1,136.6,2017-07-08 13:04:15,466,5.0,4
1,95.1,2018-06-19 11:43:09,120,5.0,0
1,106.87,2018-01-09 10:52:42,281,3.0,0
1,44.34,2018-08-20 10:18:24,58,5.0,0
1,32.1,2017-10-22 10:16:10,360,4.0,0
1,120.44,2017-03-22 16:32:56,574,5.0,4
1,63.0,2017-12-01 00:05:39,320,1.0,2
1,279.52,2017-07-11 12:51:03,463,1.0,2
1,76.08,2017-07-11 23:00:54,462,5.0,4
1,50.239999999999995,2018-08-02 18:25:40,75,5.0,0
1,98.16,2018-04-02 22:04:57,197,5.0,0
1,163.21,2018-05-11 13:38:26,159,5.0,0
1,86.44,2018-06-06 14:01:53,133,1.0,2
1,107.46000000000001,2018-05-16 10:33:18,154,5.0,0
1,1155.56,2017-03-03 18:53:17,592,5.0,1
1,34.1,2017-12-07 11:24:51,314,5.0,0
2,682.14,2018-06-11 08:33:53,128,5.0,3
1,27.169999999999998,2018-03-04 12:14:15,227,5.0,0
1,193.4,2017-11-30 22:37:15,320,3.0,0
1,318.40000000000003,2017-11-18 21:14:55,332,4.0,0
1,54.0,2017-08-14 10:48:26,429,5.0,4
1,178.59,2017-12-01 12:48:21,320,5.0,0
1,141.48000000000002,2017-05-19 18:24:16,515,3.0,2
1,106.76,2018-03-13 22:45:45,217,1.0,2
1,175.94,2018-03-08 15:59:33,223,3.0,0
1,50.629999999999995,2017-10-25 00:21:44,357,5.0,0
1,144.58,2017-03-16 16:20:49,580,4.0,4
1,67.23,2018-04-05 13:12:34,195,5.0,0
1,53.7,2018-05-06 18:23:47,163,5.0,0
1,78.1,2017-08-19 22:03:36,423,5.0,4
1,125.18,2018-01-24 21:14:26,265,4.0,0
1,64.14,2017-09-17 10:03:12,395,4.0,0
1,77.57,2017-11-11 23:37:39,339,2.0,2
1,25.509999999999998,2017-01-19 00:08:11,636,4.0,4
1,115.44,2017-12-21 17:01:47,300,5.0,0
1,39.230000000000004,2018-05-14 10:56:56,156,4.0,0
1,99.53,2018-04-28 20:50:26,171,5.0,0
2,346.87,2017-05-23 22:28:36,511,5.0,3
1,234.61,2018-07-20 11:56:12,89,5.0,0
1,78.68,2017-07-04 15:26:25,470,5.0,4
1,146.9,2017-11-23 09:49:45,328,1.0,2
1,101.7,2018-07-15 10:46:26,94,5.0,0
1,117.85000000000001,2018-01-31 10:05:00,259,4.0,0
1,124.27000000000001,2017-11-20 11:27:55,331,5.0,0
1,89.36000000000001,2018-04-02 16:09:38,198,5.0,0
1,91.72,2018-03-19 17:56:17,211,2.0,2
1,190.48000000000002,2018-01-06 14:13:46,284,5.0,0
1,37.769999999999996,2017-04-13 17:14:04,552,5.0,4
1,90.63,2018-07-13 21:01:23,95,4.0,0
1,36.769999999999996,2018-01-11 22:08:59,278,5.0,0
1,68.35,2018-08-13 21:47:23,64,5.0,0
1,107.78,2017-09-03 16:57:48,409,5.0,0
1,45.0,2017-07-27 15:10:24,447,5.0,4
1,130.26,2017-09-14 19:06:30,397,5.0,0
1,78.17,2017-11-27 16:08:04,324,4.0,0
1,63.42,2018-07-12 15:50:38,97,5.0,0
1,186.38,2018-07-13 16:11:46,96,5.0,0
1,45.53,2017-08-11 06:56:07,432,5.0,4
1,128.47,2018-07-29 20:08:41,79,5.0,0
1,274.56,2018-01-05 09:57:09,285,3.0,0
1,102.64,2017-12-05 21:00:17,315,4.0,0
2,118.1,2017-08-21 09:30:56,422,4.5,3
1,145.57999999999998,2018-01-30 19:29:01,259,2.0,2
2,82.19,2017-10-03 20:39:34,378,4.0,3
1,112.28999999999999,2017-06-09 21:06:11,494,5.0,4
1,49.59,2017-09-07 09:51:10,405,5.0,0
1,131.38,2018-08-15 22:45:16,62,5.0,0
1,500.13000000000005,2018-02-09 16:10:27,250,5.0,0
1,242.59,2018-03-15 08:43:41,216,4.0,0
1,95.18,2017-11-24 00:28:24,327,4.0,0
1,112.25,2018-04-14 18:20:05,185,5.0,0
1,104.11999999999999,2017-12-24 23:38:23,296,3.0,0
1,234.19,2018-02-22 22:30:08,236,1.0,2
1,204.66,2018-05-14 13:03:19,156,4.0,0
2,58.39,2018-08-24 17:59:20,53,5.0,3
1,228.94,2018-06-24 09:36:37,115,4.0,0
1,262.6,2018-06-12 10:41:26,127,5.0,0
1,21.48,2017-12-31 06:57:36,290,5.0,0
1,111.02000000000001,2017-11-26 23:06:41,324,3.0,0
1,107.78,2017-06-20 12:29:59,484,1.0,2
1,137.18,2018-01-04 00:12:07,286,3.0,0
1,169.49,2018-01-22 23:09:08,267,4.0,0
1,48.0,2017-05-29 14:25:25,506,5.0,4
1,1093.93,2018-03-05 18:32:23,225,5.0,1
1,36.96,2018-04-21 22:26:20,178,5.0,0
1,304.52,2017-04-10 10:00:25,555,5.0,4
1,65.22,2018-03-13 12:12:22,218,3.0,0
1,56.78,2017-11-24 23:51:56,326,5.0,0
1,200.72,2017-11-15 11:20:30,336,4.0,0
1,211.67000000000002,2017-12-27 09:32:18,294,5.0,0
1,19.07,2017-12-03 15:45:51,318,5.0,0
1,16.96,2017-02-24 15:16:21,600,5.0,4
1,0.0,2017-10-30 14:07:30,352,1.0,2
1,400.65999999999997,2018-08-04 08:55:29,74,5.0,0
1,117.25999999999999,2017-05-11 13:02:04,524,4.0,4
1,86.15,2017-11-11 19:09:17,339,5.0,0
1,534.6899999999999,2017-11-21 16:47:11,330,5.0,1
1,224.71,2018-02-01 18:42:32,257,1.0,2
1,115.44999999999999,2017-12-05 16:18:17,316,5.0,0
1,181.26,2017-03-23 23:55:55,572,5.0,4
1,62.230000000000004,2018-03-23 13:28:31,208,5.0,0
1,614.8100000000001,2018-05-05 14:39:39,165,5.0,1
1,285.55,2017-10-19 07:57:23,363,2.0,2
2,187.84000000000003,2018-05-02 18:40:32,167,5.0,3
1,355.01,2018-02-20 08:27:37,239,5.0,0
1,90.88000000000001,2017-08-23 19:02:26,419,1.0,2
1,27.85,2018-02-18 08:27:33,241,5.0,0
1,210.36,2018-08-18 21:36:49,59,5.0,0
1,147.15,2018-01-06 16:48:29,284,3.0,0
1,259.15000000000003,2017-03-07 16:02:54,589,5.0,4
1,87.64,2017-12-19 20:13:37,301,5.0,0
1,0.0,2017-12-05 15:25:11,316,1.0,2
1,292.97999999999996,2018-05-16 14:41:48,154,4.0,0
1,72.63,2017-02-12 20:51:15,611,4.0,4
1,163.81,2017-10-17 08:52:14,365,5.0,0
1,34.28,2017-12-01 10:47:44,320,5.0,0
1,147.36,2018-04-17 22:50:15,182,5.0,0
1,163.79,2017-12-27 01:41:50,294,1.0,2
1,87.50999999999999,2018-06-19 11:23:30,120,1.0,2
1,44.05,2018-02-19 11:11:28,240,1.0,2
1,225.71,2017-11-24 15:42:47,327,5.0,0
1,49.09,2017-07-26 15:32:56,448,3.0,2
1,97.39,2017-12-15 12:33:18,306,5.0,0
1,156.33,2017-06-29 21:47:27,474,4.0,4
1,140.0,2017-02-16 11:29:08,608,1.0,2
2,431.97,2017-06-22 22:41:57,481,4.0,3
1,51.79,2017-09-26 23:19:50,385,5.0,0
1,195.39000000000001,2018-05-06 18:50:27,163,5.0,0
1,85.88999999999999,2017-04-19 10:38:27,546,5.0,4
1,46.29,2017-05-18 15:14:03,517,4.0,4
1,199.36,2018-05-12 09:38:36,158,4.0,0
1,64.1,2018-02-04 21:23:54,254,5.0,0
1,107.78999999999999,2018-03-19 09:32:37,212,4.0,0
1,28.619999999999997,2017-12-02 19:37:49,318,5.0,0
2,286.23,2018-03-20 19:22:08,210,3.0,3
1,69.52,2018-02-15 17:05:43,244,1.0,2
1,144.18,2017-11-06 20:41:38,344,1.0,2
1,181.95000000000002,2018-08-14 19:59:07,63,5.0,0
1,38.269999999999996,2017-08-23 16:42:46,420,5.0,4
1,230.25,2017-07-01 20:27:50,472,2.0,2
1,57.230000000000004,2018-04-28 14:00:24,172,5.0,0
1,36.36,2018-04-09 18:20:39,190,4.0,0
1,24.130000000000003,2018-04-29 21:17:37,170,5.0,0
1,131.47,2018-06-15 09:18:33,124,4.0,0
1,148.76,2018-01-09 11:21:46,281,5.0,0
1,231.70000000000002,2018-04-29 20:44:57,170,1.0,2
1,55.550000000000004,2017-02-24 18:23:10,599,5.0,4
1,227.87,2017-12-22 09:50:16,299,3.0,0
1,243.86,2018-06-11 17:16:10,128,4.0,0
1,92.1,2018-01-21 23:36:32,268,1.0,2
1,142.10000000000002,2017-08-17 22:17:09,425,5.0,0
1,63.230000000000004,2018-05-08 09:29:32,162,5.0,0
1,57.94,2017-08-17 05:46:38,426,5.0,4
1,122.99999999999999,2017-09-21 14:27:11,391,5.0,0
1,42.78,2017-08-30 13:51:42,413,4.0,0
1,120.91000000000001,2018-02-14 10:54:51,245,5.0,0
1,334.34000000000003,2017-07-29 21:09:26,444,5.0,4
1,201.92000000000002,2017-04-06 21:02:05,558,4.0,4
1,113.77,2018-07-18 10:22:56,91,3.0,0
1,121.62,2018-07-13 17:04:06,96,4.0,0
1,168.36,2017-11-24 22:00:23,326,4.0,0
1,196.12,2017-05-08 13:22:47,527,2.0,2
1,101.25,2017-05-28 16:39:33,507,5.0,4
1,63.89,2018-08-01 15:50:23,77,5.0,0
1,92.67999999999999,2017-06-28 11:58:51,476,5.0,4
1,126.04,2017-10-25 16:29:45,357,2.0,2
1,85.58,2018-07-18 12:10:39,91,4.0,0
1,76.12,2018-06-09 14:08:25,130,5.0,0
1,102.92,2017-10-06 18:07:40,375,5.0,0
1,25.78,2018-08-08 10:00:35,70,4.0,0
1,178.09,2018-03-19 17:19:47,212,4.0,0
1,223.81,2018-01-03 11:07:45,287,5.0,0
1,139.51999999999998,2018-05-31 14:25:29,139,5.0,0
1,80.33,2018-05-29 09:40:24,141,5.0,0
1,247.85000000000002,2017-11-02 18:04:18,348,3.0,0
1,40.97,2018-08-17 18:15:08,60,5.0,0
1,387.67,2018-01-30 09:55:32,260,5.0,0
1,125.42,2017-08-09 14:55:32,434,5.0,0
1,42.68,2018-02-22 14:54:45,237,3.0,0
1,48.77,2018-05-13 12:19:44,157,5.0,0
1,50.83,2017-08-10 14:46:06,433,5.0,4
1,84.54,2018-08-12 13:21:59,66,5.0,0
1,108.69,2018-01-23 20:43:51,266,3.0,0
1,172.53,2017-11-29 10:40:13,322,5.0,0
1,105.06,2018-05-08 22:56:02,161,5.0,0
1,70.75,2018-06-04 10:08:07,135,3.0,0
1,104.69,2017-11-28 12:08:52,323,5.0,0
1,121.03999999999999,2018-06-23 17:48:33,115,5.0,0
1,186.9,2018-04-08 16:26:49,192,5.0,0
1,78.44,2017-05-03 13:06:02,532,4.0,4
1,89.36000000000001,2018-04-01 10:00:08,199,5.0,0
1,163.44,2018-05-15 21:41:14,154,4.0,0
1,71.38,2018-02-20 21:32:10,238,1.0,2
1,68.22,2018-06-05 17:33:48,133,5.0,0
1,192.98,2018-06-23 21:57:14,115,5.0,0
1,121.68,2018-04-09 13:56:45,191,5.0,0
1,67.5,2017-12-27 12:36:41,294,5.0,0
1,68.43,2018-08-09 15:29:23,69,3.0,0
1,19.86,2017-03-09 23:18:02,586,1.0,2
1,62.78,2018-01-12 12:47:34,278,4.0,0
1,106.84,2017-11-28 14:12:44,323,4.0,0
1,129.68,2017-07-30 17:58:26,443,4.0,0
1,83.78999999999999,2018-08-08 10:25:10,70,5.0,0
1,82.55000000000001,2017-03-02 10:40:35,594,5.0,4
1,35.449999999999996,2018-06-29 22:10:48,109,5.0,0
1,67.14,2018-08-14 17:47:58,63,5.0,0
1,126.46,2017-05-01 15:01:08,534,3.0,2
1,188.18,2018-03-31 01:29:22,200,1.0,2
1,146.26,2017-05-11 10:51:40,524,5.0,4
1,57.06,2018-05-15 15:27:57,155,4.0,0
1,79.00999999999999,2018-05-05 17:11:21,165,3.0,0
1,79.67999999999999,2017-07-23 12:07:30,451,4.0,0
1,34.269999999999996,2017-08-17 09:47:56,426,5.0,4
1,86.15,2017-11-25 09:55:46,326,5.0,0
1,276.08,2017-06-29 19:19:48,474,1.0,2
1,77.57,2017-07-19 23:00:06,454,4.0,0
1,300.36,2018-01-18 18:22:38,271,1.0,2
1,42.769999999999996,2016-10-05 23:14:34,741,5.0,4
1,115.81,2017-07-15 01:33:53,459,4.0,0
1,31.75,2017-10-01 11:46:12,381,4.0,0
1,95.99,2017-09-27 20:32:22,384,1.0,2
1,134.5,2017-11-02 11:19:16,349,5.0,0
1,140.73000000000002,2017-08-19 21:00:35,423,4.0,0
1,27.68,2018-02-04 09:26:07,255,5.0,0
1,189.44,2017-06-06 16:01:30,498,4.0,4
1,50.0,2017-07-19 21:20:27,454,5.0,4
1,50.05,2018-03-23 08:17:36,208,5.0,0
1,1830.12,2017-06-04 21:33:39,499,4.0,1
1,907.86,2018-06-19 09:26:36,120,5.0,1
1,255.44,2017-07-06 12:47:32,468,5.0,4
1,163.06,2018-01-04 14:37:29,286,5.0,0
1,90.28,2017-05-27 23:09:15,507,5.0,4
1,31.38,2017-10-03 19:53:51,378,5.0,0
1,57.72,2017-12-19 19:13:35,301,4.0,0
1,21.68,2018-01-04 13:54:22,286,5.0,0
1,789.04,2017-08-23 21:58:28,419,2.0,1
1,27.77,2017-12-21 13:57:09,300,5.0,0
1,172.97,2018-05-12 20:08:07,157,5.0,0
1,115.15,2018-05-04 17:01:31,166,4.0,0
1,37.129999999999995,2018-07-02 18:29:46,106,4.0,0
1,58.0,2018-01-23 10:32:39,267,1.0,2
1,98.43,2017-11-12 19:11:27,338,5.0,0
1,414.0,2018-03-02 15:27:23,229,5.0,0
1,133.98000000000002,2017-02-24 15:28:22,600,5.0,4
1,169.65,2018-08-16 10:06:46,62,5.0,0
1,318.40000000000003,2017-11-23 05:40:52,328,5.0,0
1,288.79,2018-04-19 09:25:31,181,5.0,0
1,126.86,2018-07-04 21:15:39,104,5.0,0
1,329.45,2018-08-22 22:17:56,55,4.0,0
1,4034.44,2018-06-05 12:45:17,134,5.0,1
1,34.0,2018-01-04 19:19:03,285,5.0,0
1,41.05,2018-03-21 08:05:26,210,1.0,2
1,921.05,2017-11-24 13:19:53,327,3.0,1
1,42.77,2017-08-07 22:57:44,435,4.0,0
1,76.17,2017-11-04 09:51:58,347,4.0,0
1,34.29,2018-04-12 21:13:58,187,5.0,0
1,236.0,2018-01-25 18:09:47,264,3.0,0
1,158.3,2018-01-22 07:15:14,268,1.0,2
1,86.15,2018-01-09 15:07:01,281,5.0,0
1,176.16,2017-11-16 14:08:29,335,3.0,0
1,114.28999999999999,2018-02-21 14:24:19,238,4.0,0
