frequency,monetary,last_order_date,recency,review_score,cluster
1,73.59,2018-03-10 13:32:03,221,5.0,0
1,66.05,2017-08-31 22:26:00,411,5.0,0
1,135.75,2018-03-25 12:13:41,206,4.0,0
1,171.27,2018-01-22 16:11:37,268,5.0,0
2,370.19000000000005,2017-10-19 10:05:02,363,3.5,3
1,351.46000000000004,2018-04-09 19:07:02,190,3.0,0
1,110.69999999999999,2017-03-05 21:23:38,590,4.0,4
1,239.82999999999998,2018-03-03 14:28:53,228,2.0,2
1,131.18,2017-10-15 12:36:12,367,4.0,0
1,188.94,2018-02-09 19:03:06,249,5.0,0
1,39.44,2018-04-12 19:21:52,187,3.0,0
1,99.23,2016-10-06 19:38:12,740,5.0,4
1,87.83000000000001,2017-03-30 22:38:45,565,5.0,4
1,355.78,2018-07-02 21:20:18,106,5.0,0
1,113.48,2018-05-01 19:11:36,168,5.0,0
1,126.33,2018-01-23 14:31:25,267,5.0,0
1,42.78,2018-05-14 17:00:31,156,3.0,0
1,164.95,2017-11-08 10:35:01,343,3.0,0
1,368.38,2018-04-02 14:31:23,198,5.0,0
1,216.16000000000003,2017-11-14 23:49:39,336,5.0,0
1,101.84,2018-01-10 10:06:40,280,4.0,0
1,379.23,2017-06-10 09:18:32,494,5.0,4
1,310.85,2018-06-20 12:22:43,119,5.0,0
1,114.84,2017-06-08 06:46:17,496,5.0,4
1,128.72,2018-02-09 18:53:04,249,4.0,0
1,43.05,2018-01-19 08:51:26,271,1.0,2
1,121.99,2017-01-30 17:36:05,624,5.0,4
1,88.78,2018-03-08 09:56:08,223,5.0,0
1,296.03,2017-04-05 10:13:32,560,3.0,2
1,88.08999999999999,2017-02-14 20:57:52,609,5.0,4
1,502.14,2017-10-01 18:21:38,380,5.0,1
1,31.33,2018-06-14 21:22:06,124,5.0,0
1,126.9,2018-05-12 12:23:33,158,5.0,0
1,99.65,2018-06-13 12:42:06,126,4.0,0
1,152.24,2018-06-18 19:45:24,120,5.0,0
1,140.91,2017-03-07 09:01:27,589,3.0,2
1,995.6,2018-07-19 12:44:53,90,5.0,1
1,214.41,2018-02-08 12:38:06,251,3.0,0
1,136.05,2017-05-02 13:43:15,533,5.0,4
1,40.0,2017-06-04 17:16:08,500,3.0,2
1,213.81,2018-03-23 23:13:01,207,5.0,0
1,63.1,2017-11-30 10:09:11,321,1.0,2
1,144.82,2018-04-20 16:08:56,180,5.0,0
1,58.11,2017-11-09 10:46:39,342,5.0,0
1,68.62,2018-08-01 20:33:06,76,5.0,0
1,190.28,2018-08-07 15:17:28,71,5.0,0
1,79.98,2017-11-29 15:56:22,322,5.0,0
1,26.27,2018-06-25 17:06:45,114,5.0,0
1,86.14,2017-04-28 09:12:28,537,5.0,4
1,31.23,2018-04-18 13:12:50,182,3.0,0
1,140.32999999999998,2017-12-12 11:56:53,309,4.0,0
1,160.21,2018-08-07 13:07:13,71,5.0,0
1,913.7,2018-02-28 20:01:51,230,1.0,2
1,125.77,2018-01-23 22:22:28,266,5.0,0
1,225.14,2017-04-10 11:58:16,555,5.0,4
1,139.0,2017-08-30 10:13:01,413,1.0,2
1,28.700000000000003,2018-07-03 18:18:28,105,5.0,0
2,148.14,2017-08-06 12:19:52,437,1.25,3
1,138.62,2018-03-20 22:30:20,210,5.0,0
1,366.32000000000005,2018-04-13 17:38:03,186,1.0,2
1,137.13,2017-08-12 22:34:09,430,5.0,0
1,74.51,2018-08-14 10:03:50,64,5.0,0
1,40.089999999999996,2017-09-15 13:47:43,397,3.0,2
1,110.80000000000001,2017-10-09 19:59:32,372,5.0,0
1,71.38,2018-01-07 10:14:42,283,1.0,2
1,79.6,2018-08-19 14:12:37,59,5.0,0
1,19.080000000000002,2018-04-24 20:15:21,175,5.0,0
1,125.65,2018-06-08 23:38:33,130,5.0,0
1,31.91,2017-11-19 16:35:05,332,5.0,0
1,163.98,2018-06-12 08:40:31,127,5.0,0
1,124.7,2018-06-07 15:38:17,132,4.0,0
1,39.59,2017-12-06 22:13:31,314,4.0,0
1,54.82,2017-11-16 23:27:21,334,5.0,0
1,45.7,2018-02-20 16:11:33,239,4.0,0
1,96.43,2018-03-12 04:31:35,219,5.0,0
1,130.93,2018-04-03 18:24:51,196,5.0,0
1,58.230000000000004,2018-05-07 21:12:21,162,5.0,0
1,101.63,2017-07-10 13:56:25,464,5.0,4
1,89.27000000000001,2018-01-06 11:37:12,284,5.0,0
1,360.15999999999997,2018-05-17 21:38:35,152,4.0,0
1,86.15,2017-06-17 13:09:55,487,5.0,4
1,64.89999999999999,2017-07-29 17:58:58,444,5.0,4
1,393.38,2017-07-02 12:18:48,472,5.0,4
2,540.72,2018-05-09 10:54:34,161,3.0,3
1,180.24,2017-05-02 23:15:01,532,5.0,4
1,58.2,2017-10-03 22:01:54,378,5.0,0
1,77.51,2018-08-06 12:54:18,72,5.0,0
1,94.31,2017-09-09 13:58:18,403,4.0,0
1,42.379999999999995,2017-09-30 10:32:16,382,5.0,0
1,46.129999999999995,2018-03-06 12:07:08,225,1.0,2
1,129.78,2018-02-27 19:17:20,231,5.0,0
1,28.990000000000002,2017-11-30 10:22:32,321,4.0,0
1,92.9,2018-05-19 12:27:20,151,5.0,0
1,46.0,2018-02-21 22:06:26,237,2.0,2
1,202.87,2017-11-27 16:39:32,324,4.0,0
1,70.38,2017-06-05 16:49:45,499,5.0,4
1,121.87,2017-11-07 21:29:02,343,3.0,0
1,77.7,2018-02-07 20:57:16,251,5.0,0
1,87.86000000000001,2018-02-01 09:48:31,258,4.0,0
1,55.09,2017-06-05 11:57:43,499,5.0,4
1,106.9,2017-07-15 18:54:14,458,5.0,4
1,191.14,2018-08-08 22:21:23,69,5.0,0
1,78.55000000000001,2018-08-01 22:24:04,76,4.0,0
1,367.19,2017-06-19 23:20:53,484,4.0,2
1,84.7,2018-08-11 22:51:13,66,5.0,0
1,43.98,2017-12-11 12:04:43,310,5.0,0
2,145.48000000000002,2018-07-08 11:51:23,101,5.0,3
1,222.46,2018-08-09 20:34:22,68,1.0,2
1,46.85,2018-02-05 10:50:58,254,5.0,0
1,25.169999999999998,2017-10-31 18:57:56,350,5.0,0
1,325.01,2018-05-29 11:02:05,141,3.0,0
1,104.38,2018-01-26 17:34:32,263,1.0,2
1,31.509999999999998,2017-05-02 13:24:39,533,4.0,4
1,172.04000000000002,2018-08-17 10:15:31,61,5.0,0
1,39.96,2017-03-13 18:14:02,582,5.0,4
1,35.769999999999996,2017-12-08 20:01:45,312,5.0,0
1,73.25,2018-03-20 08:47:49,211,1.0,2
1,65.23,2018-06-24 18:44:40,114,5.0,0
1,43.089999999999996,2017-11-28 20:48:08,322,1.0,2
1,47.42,2017-11-29 15:07:32,322,5.0,0
1,253.23000000000002,2018-08-06 19:21:58,71,1.0,2
1,156.49,2018-05-16 12:41:05,154,5.0,0
1,190.28,2018-06-12 10:48:47,127,4.0,0
1,638.51,2017-06-29 14:11:25,475,2.0,1
1,38.93,2018-06-06 13:59:08,133,5.0,0
1,97.81,2018-02-23 10:53:36,236,4.0,0
1,80.36,2017-02-27 14:39:11,597,2.0,2
1,1181.11,2017-05-09 09:32:59,526,3.0,1
1,68.55,2018-04-07 09:23:37,193,5.0,0
1,61.0,2017-07-25 08:33:30,449,5.0,4
1,69.9,2017-02-22 06:47:45,602,3.0,2
1,68.53999999999999,2017-09-01 18:28:26,410,5.0,0
1,67.36,2018-03-22 09:29:21,209,4.0,0
1,135.07999999999998,2017-11-16 19:37:34,334,5.0,0
1,81.1,2018-06-18 19:25:28,120,4.0,0
1,31.29,2018-05-17 08:35:11,153,5.0,0
1,143.69,2018-04-23 11:36:01,177,4.0,0
1,81.92,2018-05-12 16:00:00,158,5.0,0
1,61.620000000000005,2017-02-06 20:18:17,617,1.0,2
1,286.09,2018-02-28 19:25:05,230,4.0,0
1,161.77,2017-06-11 21:00:35,492,5.0,4
1,129.01,2017-05-25 11:22:02,510,5.0,4
1,51.85,2018-01-14 13:04:46,276,5.0,0
1,170.78,2017-05-14 16:08:22,521,1.0,2
1,38.17,2018-07-28 19:55:38,80,4.0,0
1,87.15,2018-08-03 21:28:57,74,5.0,0
1,959.96,2017-05-18 12:26:29,517,4.0,1
1,151.89,2018-06-10 15:01:09,129,3.0,0
1,45.53,2017-11-24 07:41:15,327,1.0,2
1,32.95,2017-11-26 21:54:41,324,5.0,0
1,144.8,2018-05-17 16:59:15,153,5.0,0
1,168.72,2018-03-28 13:18:35,203,3.0,0
1,131.57,2018-01-07 16:53:39,283,5.0,0
1,110.17,2017-07-22 10:57:18,452,3.0,2
1,235.92,2018-05-08 13:08:38,162,2.0,2
1,181.52,2018-03-17 08:56:12,214,4.0,0
1,42.07,2018-08-25 11:48:35,53,5.0,0
1,135.02,2018-03-12 22:48:43,218,3.0,0
1,118.17,2017-11-07 08:39:21,344,5.0,0
1,269.28000000000003,2018-05-22 05:26:37,148,1.0,2
1,68.17,2017-11-05 23:44:57,345,1.0,2
1,64.00999999999999,2018-01-04 15:14:51,286,3.0,0
1,71.61,2018-06-14 11:12:49,125,5.0,0
1,74.49,2017-04-30 16:22:57,535,5.0,4
1,71.37,2018-07-17 15:30:50,92,5.0,0
1,140.60999999999999,2018-01-25 21:18:59,264,5.0,0
1,137.04,2018-04-23 16:04:21,177,5.0,0
1,130.96,2018-05-29 16:04:49,141,5.0,0
1,63.28,2018-04-03 17:24:44,197,5.0,0
1,177.79999999999998,2018-04-17 11:32:18,183,5.0,0
1,149.39,2018-04-03 18:43:44,196,5.0,0
1,163.91,2017-07-10 18:38:10,463,5.0,4
1,91.18,2017-12-22 15:34:35,299,3.0,0
1,38.129999999999995,2018-03-08 19:25:35,222,1.0,2
1,216.68,2018-02-17 21:41:21,241,3.0,0
1,1989.75,2018-04-09 20:52:13,190,5.0,1
1,567.0,2018-02-23 09:47:10,236,5.0,1
1,501.92,2018-08-10 11:48:43,68,5.0,1
1,111.73,2018-08-16 19:55:53,61,5.0,0
1,89.99000000000001,2018-06-21 00:30:40,118,4.0,0
1,160.81,2017-07-04 10:50:11,470,4.0,4
3,178.55999999999997,2017-09-05 08:40:16,407,3.6666666666666665,3
1,141.41,2018-01-19 07:09:20,271,5.0,0
1,93.82000000000001,2018-05-02 16:42:56,168,5.0,0
1,50.09,2017-07-25 18:12:38,448,4.0,0
1,27.75,2018-02-03 12:29:51,256,3.0,0
1,135.73,2017-02-06 12:20:35,618,5.0,4
1,1334.2800000000002,2017-11-23 23:22:25,327,5.0,1
1,739.49,2017-11-16 20:47:34,334,5.0,1
1,79.62,2017-04-19 17:13:11,546,5.0,4
1,659.41,2016-10-04 16:28:25,743,1.0,1
1,194.44,2018-07-13 21:34:02,95,5.0,0
1,55.18,2018-08-23 20:27:42,54,5.0,0
1,162.51999999999998,2018-07-28 17:52:17,80,5.0,0
1,180.47,2017-11-03 21:08:04,347,5.0,0
1,187.94,2017-06-04 10:29:25,500,4.0,4
1,105.28999999999999,2017-11-24 09:11:25,327,5.0,0
1,181.21,2017-10-24 07:09:48,358,5.0,0
1,116.94,2017-12-01 21:21:44,319,1.0,2
1,56.959999999999994,2018-04-21 17:40:21,178,1.0,2
1,90.88000000000001,2018-01-24 20:56:37,265,3.0,0
1,35.089999999999996,2018-02-06 15:43:43,253,5.0,0
1,29.22,2018-07-24 12:59:07,85,4.0,0
1,92.35,2018-03-25 17:32:47,205,4.0,0
1,85.7,2018-08-13 20:48:30,64,1.0,2
1,105.18,2017-11-03 18:03:26,347,5.0,0
1,68.13,2018-05-20 12:10:07,150,1.0,2
1,46.39,2018-06-19 14:28:13,120,5.0,0
1,365.42999999999995,2018-04-24 15:27:46,176,5.0,0
2,290.43,2018-01-13 10:56:37,277,5.0,3
1,71.05,2018-05-01 16:01:41,169,4.0,0
1,60.7,2018-04-29 12:39:11,171,3.0,0
1,32.78,2018-03-25 20:08:14,205,3.0,0
1,22.24,2018-07-10 10:42:17,99,5.0,0
1,60.0,2017-09-18 10:27:36,394,5.0,0
1,160.57000000000002,2017-10-26 13:07:54,356,4.0,0
1,70.47,2018-04-09 12:41:50,191,5.0,0
1,27.59,2017-03-01 10:56:53,595,5.0,4
1,99.94,2017-12-25 17:02:41,296,3.0,0
1,54.0,2017-09-23 16:40:09,389,5.0,0
1,874.67,2018-04-04 14:09:12,196,4.0,1
1,194.0,2017-07-19 19:46:54,454,5.0,4
1,52.64,2018-03-22 22:52:46,208,2.0,2
1,67.5,2018-02-16 11:46:02,243,2.0,2
1,116.84,2018-01-08 09:35:21,282,5.0,0
1,133.48,2018-01-12 12:29:08,278,5.0,0
1,125.37,2018-03-13 14:55:22,218,5.0,0
1,325.26,2018-06-27 10:15:36,112,5.0,0
1,92.91,2018-04-20 10:24:13,180,5.0,0
1,106.37,2018-01-31 22:53:05,258,5.0,0
1,58.37,2018-08-03 22:16:26,74,5.0,0
1,108.51,2018-06-04 08:10:32,135,5.0,0
1,52.730000000000004,2018-03-08 19:38:25,222,4.0,0
1,87.83,2018-06-04 18:04:12,134,4.0,0
1,123.56,2018-04-10 15:24:04,190,5.0,0
1,62.589999999999996,2018-02-17 18:39:22,241,5.0,0
1,146.04,2018-04-25 15:52:18,175,5.0,0
1,155.15,2017-05-10 18:58:00,524,5.0,4
1,83.57,2018-04-18 00:52:43,182,5.0,0
1,39.26,2018-07-10 16:34:55,99,1.0,2
2,302.03,2018-08-07 09:54:16,71,5.0,3
1,491.97,2017-11-14 09:46:43,337,1.0,2
1,39.089999999999996,2017-11-11 17:22:10,340,5.0,0
1,401.26,2017-11-16 14:55:04,335,1.0,2
1,42.44,2018-01-16 17:18:59,274,5.0,0
2,174.3,2018-02-11 12:28:51,248,5.0,3
1,40.959999999999994,2018-03-16 22:10:55,214,4.0,0
1,116.69,2018-06-28 23:26:41,110,5.0,0
1,20.62,2017-04-28 23:17:03,536,5.0,4
1,256.05,2017-08-30 21:12:28,412,5.0,4
1,82.25,2018-08-25 13:21:23,53,5.0,0
1,68.1,2017-11-02 19:52:30,348,4.0,0
1,56.01,2018-01-03 11:18:09,287,1.0,2
1,244.05,2018-05-08 14:17:22,162,5.0,0
1,115.0,2018-05-11 12:41:47,159,5.0,0
1,1223.6000000000001,2018-07-04 09:52:41,105,5.0,1
1,94.25,2018-02-08 20:36:41,250,5.0,0
1,0.0,2017-09-04 09:44:46,408,1.0,2
1,80.10000000000001,2017-08-10 19:19:48,432,4.0,0
1,43.22,2018-03-17 19:54:30,213,4.0,0
1,249.2,2018-06-25 09:02:57,114,4.0,0
1,1438.23,2017-03-06 20:51:57,589,1.0,1
1,114.06,2018-06-14 19:15:36,124,5.0,0
1,227.69,2018-06-14 20:32:29,124,1.0,2
1,36.839999999999996,2017-12-22 16:44:04,299,5.0,0
1,87.52000000000001,2018-08-23 17:09:58,55,4.0,0
1,55.09,2017-10-06 20:39:24,375,4.0,0
1,79.2,2017-11-25 20:11:31,325,1.0,2
1,72.53,2018-01-21 15:35:37,269,5.0,0
1,278.06,2018-04-11 13:34:57,189,4.0,0
1,331.73,2017-10-05 16:03:24,377,3.0,2
1,147.3,2017-11-24 10:27:33,327,5.0,0
1,84.64,2017-12-14 13:21:34,307,4.0,0
1,89.62,2018-08-24 13:05:30,54,5.0,0
1,240.04,2018-01-12 17:06:53,278,2.0,2
1,339.11,2018-05-19 07:28:01,151,4.0,0
1,43.129999999999995,2018-04-03 15:41:23,197,5.0,0
1,30.0,2017-07-13 11:28:30,461,1.0,2
1,35.76,2018-04-02 18:39:26,197,4.0,0
1,710.34,2018-05-17 21:56:38,152,5.0,1
2,190.93,2017-04-09 19:10:24,555,5.0,3
1,54.59,2018-02-04 19:29:46,254,2.0,2
1,67.5,2018-02-06 10:49:35,253,5.0,0
1,99.46,2018-05-30 16:13:42,140,5.0,0
1,290.68,2018-01-30 11:51:07,260,5.0,0
1,153.01,2017-07-06 19:44:43,467,4.0,4
1,146.71,2017-10-30 20:50:31,351,1.0,2
1,113.77,2018-06-22 14:16:58,117,1.0,2
1,151.37,2018-02-16 19:55:31,242,5.0,0
1,41.849999999999994,2018-07-26 21:55:17,82,5.0,0
1,80.26,2018-01-03 10:06:45,287,5.0,0
1,82.98,2018-01-03 21:00:21,286,4.0,0
1,106.09,2018-03-05 11:23:21,226,3.0,0
1,1246.95,2018-04-17 21:08:59,182,4.0,1
1,26.77,2017-06-28 16:17:39,476,5.0,4
1,150.84,2018-07-01 17:46:04,107,5.0,0
1,220.71,2017-05-04 11:08:52,531,5.0,4
1,72.99,2018-08-21 19:18:15,56,4.0,0
1,466.95000000000005,2017-10-11 12:08:11,371,1.0,2
1,195.93,2017-06-19 12:35:34,485,4.0,4
1,48.08,2018-03-03 17:11:33,228,3.0,0
1,291.36,2017-11-25 23:41:06,325,5.0,0
1,141.73,2018-03-20 19:57:14,210,5.0,0
1,83.45,2018-08-18 22:51:17,59,4.0,0
1,108.19999999999999,2018-04-09 12:58:56,191,3.0,0
1,61.59,2017-06-16 21:56:17,487,5.0,4
1,209.81,2018-02-27 16:18:58,232,3.0,0
1,74.1,2018-06-03 00:27:27,136,5.0,0
1,89.25999999999999,2018-03-29 10:47:24,202,4.0,0
1,61.0,2018-01-19 13:24:46,271,5.0,0
1,20.0,2018-03-06 14:44:08,225,4.0,0
1,124.7,2018-06-06 07:59:36,133,4.0,0
1,98.7,2018-04-27 13:52:12,173,5.0,0
1,55.129999999999995,2018-03-13 11:34:55,218,5.0,0
1,48.96,2017-02-17 22:34:14,606,5.0,4
1,159.86,2017-11-28 23:52:10,322,5.0,0
1,143.12,2018-02-19 22:04:04,239,1.0,2
1,140.45000000000002,2018-07-22 21:48:14,86,5.0,0
1,36.72,2018-03-08 11:11:29,223,5.0,0
1,46.129999999999995,2018-03-19 13:15:31,212,1.0,2
1,77.8,2017-07-31 13:42:08,443,5.0,4
1,67.62,2017-09-09 03:22:19,403,5.0,0
2,104.63999999999999,2018-02-13 18:18:09,245,4.5,3
1,55.239999999999995,2017-10-12 22:46:06,369,5.0,0
1,98.71000000000001,2018-03-07 12:04:58,224,4.0,0
1,61.129999999999995,2018-03-11 10:40:55,220,1.0,2
1,77.57,2017-09-29 00:00:57,383,5.0,0
1,75.08,2017-07-08 12:23:36,466,5.0,4
2,83.17999999999999,2017-12-06 10:09:03,315,4.0,3
1,45.31,2018-03-05 12:31:53,226,1.0,2
1,37.589999999999996,2017-09-15 20:12:37,396,5.0,0
1,25.33,2017-10-30 10:43:56,352,5.0,0
1,133.68,2017-05-06 11:30:56,529,1.0,2
1,50.86,2017-04-28 21:32:25,536,5.0,4
1,142.96,2018-06-24 23:22:22,114,1.0,2
1,165.96,2018-01-06 09:59:00,284,4.0,0
1,174.74,2017-09-19 12:12:23,393,4.0,0
1,58.92,2018-04-17 10:14:25,183,2.0,2
1,90.84,2018-06-29 21:56:38,109,4.0,0
1,0.0,2018-01-15 14:32:42,275,1.0,2
1,163.61,2018-08-02 12:06:56,76,5.0,0
1,79.02,2017-03-22 15:36:16,574,1.0,2
1,367.45,2018-06-23 09:22:38,116,5.0,0
1,55.09,2018-01-12 09:52:54,278,5.0,0
1,68.94,2018-06-25 22:45:23,113,5.0,0
1,139.94,2018-08-18 01:08:45,60,3.0,0
1,413.75,2017-05-11 18:05:18,523,3.0,2
1,214.03,2018-06-13 19:59:05,125,4.0,0
1,83.23,2018-02-12 03:28:04,247,5.0,0
1,207.32000000000002,2017-07-21 20:13:39,452,1.0,2
2,118.0,2017-10-23 22:52:53,358,5.0,3
1,299.85,2017-06-19 19:23:43,484,5.0,4
1,103.55000000000001,2017-11-28 12:13:42,323,3.0,0
1,22.68,2017-12-08 15:47:02,313,5.0,0
1,118.88,2018-06-29 11:58:27,110,1.0,2
1,20.52,2017-03-07 16:02:19,589,5.0,4
1,133.91,2018-08-08 12:55:10,70,5.0,0
2,136.89,2018-03-28 20:52:11,202,5.0,3
1,63.29,2018-05-21 19:12:26,148,5.0,0
2,105.14000000000001,2017-12-21 20:04:26,299,4.5,3
1,72.75999999999999,2018-04-10 23:27:56,189,5.0,0
1,219.63,2017-12-07 07:33:56,314,5.0,0
1,106.38,2017-06-03 11:55:09,501,5.0,4
1,343.5,2017-07-20 23:29:33,453,4.0,2
1,44.089999999999996,2018-02-14 10:20:58,245,3.0,0
1,108.88,2018-05-08 17:02:30,162,5.0,0
1,72.45,2018-01-25 22:07:56,264,5.0,0
1,89.56,2018-04-10 16:02:13,190,3.0,0
1,96.8,2017-11-20 18:06:18,330,5.0,0
1,49.06,2017-01-26 17:48:22,628,4.0,4
1,27.29,2018-05-23 16:12:01,147,5.0,0
1,56.4,2018-08-24 06:58:50,54,5.0,0
1,306.23,2017-08-19 13:14:31,424,5.0,4
1,120.68,2018-08-26 16:19:58,52,5.0,0
1,86.85,2018-01-10 23:12:15,279,3.0,0
1,73.1,2018-08-29 12:25:59,49,1.0,2
1,252.82999999999998,2018-02-04 02:24:39,255,5.0,0
1,286.24,2018-02-15 14:09:43,244,5.0,0
1,65.53,2017-05-18 10:46:47,517,5.0,4
1,96.46000000000001,2018-06-01 20:03:50,137,5.0,0
1,75.77,2017-08-03 08:07:35,440,5.0,4
1,25.29,2018-07-18 01:31:01,91,5.0,0
1,293.4,2018-03-31 17:57:53,199,5.0,0
1,68.43,2018-06-26 18:43:01,112,3.0,0
1,22.34,2018-08-21 12:35:25,57,3.0,0
1,128.19,2018-05-18 15:20:00,152,4.0,0
1,136.04,2017-04-28 12:11:11,537,5.0,4
1,81.01,2017-12-24 19:01:26,296,5.0,0
1,89.67,2018-02-10 12:27:06,249,3.0,0
1,231.41,2018-08-19 19:06:06,58,5.0,0
1,29.34,2017-10-13 20:27:49,368,4.0,0
1,97.79,2018-07-01 15:38:20,108,5.0,0
1,97.78,2017-05-16 11:26:30,519,5.0,4
1,286.2,2018-08-19 11:08:19,59,5.0,0
1,90.28,2018-07-06 16:35:33,103,5.0,0
1,62.78,2017-09-03 15:54:25,409,5.0,0
1,336.99,2018-02-15 22:14:25,243,3.0,0
1,275.68,2018-06-23 10:54:25,116,5.0,0
1,94.21000000000001,2017-09-29 13:14:55,383,4.0,0
1,42.589999999999996,2017-05-17 08:36:11,518,5.0,4
1,130.73000000000002,2018-06-29 00:02:57,110,5.0,0
1,47.59,2018-01-15 09:14:15,275,5.0,0
1,125.88000000000001,2017-03-23 20:39:03,572,5.0,4
1,495.12,2018-01-18 13:08:18,272,1.0,2
1,89.5,2018-03-30 21:44:53,200,3.0,0
1,83.93,2018-03-05 15:23:25,226,4.0,0
1,65.53,2017-07-24 22:28:35,449,1.0,2
1,127.92,2017-05-17 21:50:33,517,4.0,4
1,344.7,2018-04-30 16:19:48,170,1.0,2
1,61.93,2018-03-19 10:34:49,212,4.0,0
1,469.35,2017-12-08 09:38:19,313,1.0,2
1,503.77,2018-07-10 20:11:43,98,5.0,1
1,192.32,2018-08-10 09:09:10,68,4.0,0
1,94.74,2018-06-28 11:08:58,111,5.0,0
1,141.78,2018-08-22 15:14:14,56,5.0,0
1,148.58,2017-09-26 00:32:16,386,4.0,0
1,166.58,2017-09-04 16:13:59,408,3.0,2
1,228.41,2018-04-02 09:35:34,198,5.0,0
1,49.03,2018-06-10 12:32:47,129,4.0,0
1,100.82,2018-01-22 12:26:23,268,5.0,0
1,159.37,2017-12-03 19:40:10,317,2.0,2
1,40.089999999999996,2018-02-19 19:43:38,239,2.0,2
1,76.02,2017-04-25 11:30:33,540,4.0,4
1,170.71,2018-01-26 00:07:55,264,4.0,0
1,165.96,2018-02-27 15:42:55,232,5.0,0
1,134.88,2018-04-22 17:44:50,177,5.0,0
1,189.37,2018-08-26 10:48:04,52,5.0,0
1,53.05,2017-07-09 21:29:36,464,5.0,4
1,80.0,2017-06-06 13:39:18,498,5.0,4
1,55.629999999999995,2018-01-19 00:48:30,271,1.0,2
1,226.06,2018-08-23 11:30:04,55,5.0,0
1,147.04,2018-02-24 21:17:15,234,5.0,0
1,217.84,2017-12-11 10:53:42,310,3.0,0
1,126.4,2017-06-23 18:26:25,480,5.0,4
1,270.46999999999997,2018-07-31 10:29:51,78,5.0,0
1,191.58,2017-05-20 08:41:39,515,5.0,4
1,285.54,2018-01-21 18:44:44,268,1.0,2
1,116.18,2018-08-13 11:15:49,65,5.0,0
1,345.96,2017-08-12 14:10:11,431,1.0,2
1,235.03,2018-06-21 16:05:03,118,5.0,0
1,233.01,2018-05-14 14:16:10,156,4.0,0
1,66.67,2017-11-24 13:41:16,327,5.0,0
1,158.74,2018-07-13 09:40:23,96,5.0,0
2,193.88,2018-05-08 23:46:50,161,5.0,3
1,185.85,2018-01-17 09:23:53,273,5.0,0
1,85.6,2018-01-27 13:49:45,263,4.0,0
1,34.87,2018-07-11 14:38:31,98,3.0,0
1,111.92,2018-05-12 19:33:42,157,4.0,0
1,70.12,2017-05-24 11:20:34,511,5.0,4
1,153.39000000000001,2018-03-07 19:30:10,223,4.0,0
1,275.77,2017-11-13 14:52:21,338,5.0,0
1,363.98,2018-04-23 17:28:09,177,4.0,0
1,98.26,2018-08-27 18:45:54,50,5.0,0
1,126.69,2018-04-27 23:54:54,172,5.0,0
1,52.129999999999995,2018-07-17 17:28:51,92,5.0,0
1,106.87,2018-01-22 09:26:07,268,5.0,0
1,170.17,2017-10-13 11:59:28,369,5.0,0
1,68.53,2018-07-01 13:07:10,108,5.0,0
1,109.69,2018-04-05 20:58:59,194,5.0,0
1,100.33999999999999,2017-11-20 11:00:48,331,4.0,0
1,581.11,2018-01-27 16:44:41,263,4.0,1
1,313.99,2018-06-10 11:00:13,129,1.0,2
1,114.44999999999999,2017-03-23 09:57:53,573,5.0,4
1,127.83999999999999,2018-01-06 10:59:43,284,4.0,0
1,64.0,2017-12-18 21:38:35,302,5.0,0
1,128.25,2018-04-19 11:58:57,181,5.0,0
1,53.9,2018-05-03 13:46:25,167,5.0,0
1,53.989999999999995,2018-02-28 17:53:49,230,5.0,0
1,27.68,2018-02-17 21:56:18,241,4.0,0
1,163.18,2017-04-25 16:33:17,540,5.0,4
1,92.44,2018-03-08 19:20:03,222,3.0,0
1,122.83,2018-08-24 19:42:51,53,5.0,0
1,93.45,2018-03-22 06:29:38,209,5.0,0
1,153.2,2017-11-21 15:31:41,330,5.0,0
1,184.89,2018-05-22 07:41:02,148,4.0,0
1,117.85000000000001,2018-01-16 14:25:52,274,5.0,0
1,43.1,2017-11-24 20:37:06,326,1.0,2
2,524.77,2018-02-24 18:22:14,234,4.5,3
1,103.49000000000001,2018-02-05 14:02:26,254,4.0,0
1,166.41,2018-06-09 14:04:31,130,5.0,0
1,352.76,2017-11-24 20:17:18,326,5.0,0
1,117.76,2018-01-06 23:11:54,283,4.0,0
1,19.060000000000002,2018-06-26 15:41:37,113,5.0,0
1,112.42,2017-02-22 11:24:40,602,4.0,4
1,327.62,2018-02-05 09:38:11,254,1.0,2
1,30.060000000000002,2018-08-17 09:46:01,61,5.0,0
1,72.67,2018-02-12 15:49:38,247,1.0,2
1,107.23,2017-10-13 09:53:16,369,5.0,0
1,177.93,2018-05-18 16:10:12,152,4.0,0
1,63.22,2018-04-12 23:14:53,187,5.0,0
1,61.0,2017-09-16 20:00:17,395,2.0,2
1,70.03,2017-05-25 00:27:30,510,5.0,4
1,109.45,2018-02-18 18:46:28,240,4.0,0
1,21.77,2018-01-29 21:07:31,260,5.0,0
1,185.10000000000002,2018-06-09 09:22:08,130,4.0,0
1,40.1,2017-07-03 18:31:55,470,5.0,4
1,84.16000000000001,2018-05-24 17:51:07,145,4.0,0
1,167.14,2018-04-03 17:58:15,196,1.0,2
1,190.33,2017-07-06 22:28:48,467,5.0,4
1,80.11000000000001,2018-03-05 06:37:22,226,4.0,0
1,278.06,2017-08-25 14:41:08,418,5.0,4
2,528.77,2017-09-08 16:38:17,404,5.0,3
